Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000011295_exon_1_617_chr17_+_15903309_15903460	135;149;139;247;158;164	22;25;25;61;23;85	3.334;4.653;4.318;2.653;4.824;1.641	1;1;1;2;2;2	0.809;0.191
ENSG00000011295_exon_1_642_chr17_+_15903334_15903485	212;227;252;365;229;275	41;50;56;100;65;117	2.838;3.614;3.525;2.409;2.499;2.002	1;1;1;2;2;2	0.87;0.13
ENSG00000011304_exon_8_237_chr19_+_810929_811080	340;185;239;272;220;189	66;79;94;91;129;69	2.822;1.881;2.02;1.969;1.226;2.332	1;1;1;2;2;2	0.715;0.285
ENSG00000011304_exon_8_243_chr19_+_810935_811086	342;190;243;274;226;189	66;79;94;91;129;69	2.84;1.93;2.054;1.984;1.262;2.332	1;1;1;2;2;2	0.621;0.379
ENSG00000011304_exon_8_262_chr19_+_810954_811105	421;203;250;279;225;195	79;88;129;106;136;70	2.958;1.841;1.531;1.738;1.18;2.366	1;1;1;2;2;2	0.971;0.029
ENSG00000011304_exon_8_305_chr19_+_810997_811148	455;221;269;306;248;213	99;89;130;109;131;75	2.528;1.984;1.637;1.837;1.353;2.401	1;1;1;2;2;2	0.499;0.501
ENSG00000011347_exon_1_144_chr11_-_61282927_61283078	787;671;710;334;402;265	212;280;311;173;125;87	2.061;1.916;1.809;1.272;2.312;2.585	1;1;1;2;2;2	0.683;0.317
ENSG00000011347_exon_1_150_chr11_-_61282933_61283084	582;495;561;228;296;214	181;229;220;162;104;70	1.776;1.733;2.019;0.927;2.035;2.594	1;1;1;2;2;2	0.996;0.004
ENSG00000011347_exon_1_2936_chr11_-_61285719_61285870	201;140;151;84;64;73	65;65;116;43;144;69	1.716;1.712;1.027;1.272;0.319;0.905	1;1;1;2;2;2	0.751;0.249
ENSG00000011347_exon_1_2944_chr11_-_61285727_61285878	201;140;150;84;64;73	65;65;116;43;144;69	1.716;1.712;1.02;1.272;0.319;0.905	1;1;1;2;2;2	0.629;0.371
ENSG00000011347_exon_1_2993_chr11_-_61285776_61285927	287;204;224;124;101;99	85;101;156;49;161;75	1.858;1.607;1.14;1.659;0.45;1.115	1;1;1;2;2;2	0.23;0.77
ENSG00000011347_exon_1_3100_chr11_-_61285883_61286034	283;181;193;98;101;76	98;126;158;39;67;79	1.592;1.153;0.971;1.642;1.069;0.815	1;1;1;2;2;2	0.004;0.996
ENSG00000011347_exon_1_3133_chr11_-_61285916_61286067	204;140;152;69;84;55	75;114;117;27;57;45	1.504;0.987;1.025;1.654;1.057;1.035	1;1;1;2;2;2	0.936;0.064
ENSG00000011347_exon_1_62_chr11_-_61282845_61282996	1055;908;926;457;588;407	242;313;359;216;171;119	2.42;2.323;2.05;1.395;2.463;2.909	1;1;1;2;2;2	0.513;0.487
ENSG00000011347_exon_1_76_chr11_-_61282859_61283010	794;673;711;331;400;262	193;276;309;176;128;89	2.281;1.95;1.824;1.239;2.242;2.496	1;1;1;2;2;2	0.789;0.211
ENSG00000011347_exon_1_94_chr11_-_61282877_61283028	796;673;714;331;403;262	193;276;309;176;128;89	2.288;1.95;1.832;1.239;2.263;2.496	1;1;1;2;2;2	0.896;0.104
ENSG00000011376_exon_25_1225_chr3_+_45590066_45590217	409;240;339;223;210;157	23;55;88;30;26;37	9.653;3.474;3.035;4.794;5.692;3.599	1;1;1;2;2;2	0.113;0.887
ENSG00000011376_exon_25_1229_chr3_+_45590070_45590221	407;240;339;223;210;157	23;55;88;30;27;37	9.601;3.474;3.035;4.794;5.488;3.599	1;1;1;2;2;2	0.987;0.013
ENSG00000011405_exon_34_128_chr11_-_17190350_17190501	241;219;221;301;203;258	32;24;71;28;32;131	4.07;7.129;2.45;6.912;4.49;1.667	1;1;1;2;2;2	0.951;0.049
ENSG00000011405_exon_34_176_chr11_-_17190398_17190549	251;221;221;308;209;262	30;24;71;28;32;131	4.634;7.192;2.45;7.079;4.636;1.691	1;1;1;2;2;2	0.468;0.532
ENSG00000011405_exon_34_185_chr11_-_17190407_17190558	233;206;206;293;202;250	24;26;71;25;32;87	5.279;6.177;2.28;7.497;4.469;2.438	1;1;1;2;2;2	0.593;0.407
ENSG00000011451_exon_5_189_chr19_-_15537980_15538131	246;168;244;203;187;181	86;108;111;128;109;93	1.577;1.251;1.745;1.042;1.229;1.646	1;1;1;2;2;2	0.523;0.477
ENSG00000011451_exon_5_284_chr19_-_15538075_15538226	108;85;126;110;94;92	70;78;77;88;41;114	0.85;0.879;1.303;0.823;1.641;0.684	1;1;1;2;2;2	0.988;0.012
ENSG00000011451_exon_5_304_chr19_-_15538095_15538246	69;76;96;77;61;74	59;56;67;76;39;119	0.65;1.078;1.141;0.673;1.12;0.532	1;1;1;2;2;2	0.98;0.02
ENSG00000011451_exon_5_41_chr19_-_15537832_15537983	277;172;183;179;163;177	88;143;189;90;99;130	1.737;0.966;0.769;1.314;1.18;1.153	1;1;1;2;2;2	0.978;0.022
ENSG00000011454_exon_30_20_chr9_+_125863863_125864014	92;129;87;53;64;112	41;86;61;80;78;77	1.242;1.197;1.141;0.435;0.586;1.23	1;1;1;2;2;2	0.86;0.14
ENSG00000011454_exon_31_40_chr9_+_125865408_125865559	234;254;203;191;158;170	34;138;34;51;33;52	3.727;1.468;4.704;2.446;3.405;2.786	1;1;1;2;2;2	0.798;0.202
ENSG00000011454_exon_31_81_chr9_+_125865449_125865600	234;246;196;201;148;163	34;154;34;48;28;51	3.727;1.281;4.562;2.737;3.731;2.719	1;1;1;2;2;2	0.993;0.007
ENSG00000011485_exon_1_53_chr19_+_46850302_46850453	175;108;118;130;108;89	50;78;45;35;84;42	1.915;1.116;2.089;2.419;0.921;1.791	1;1;1;2;2;2	0.688;0.312
ENSG00000011523_exon_2_15_chr2_+_65296546_65296697	216;151;142;167;136;118	37;34;40;58;36;21	3.187;3.465;2.787;1.886;2.682;4.714	1;1;1;2;2;2	0.605;0.395
ENSG00000012048_exon_16_2838_chr17_-_41245951_41246102	111;85;57;112;63;118	45;44;56;19;64;89	1.369;1.553;0.799;3.733;0.71;1.131	1;1;1;2;2;2	0.63;0.37
ENSG00000012061_exon_1_1118_chr19_-_45911707_45911858	358;332;378;347;273;296	61;41;71;77;38;59	3.252;6.472;4.188;2.96;5.106;4.229	1;1;1;2;2;2	0.013;0.987
ENSG00000012061_exon_1_1854_chr19_-_45912443_45912594	1279;943;1132;971;768;758	43;98;142;66;60;83	16.374;7.661;6.313;9.646;9.184;7.765	1;1;1;2;2;2	0.041;0.959
ENSG00000012061_exon_1_1962_chr19_-_45912551_45912702	1015;693;791;721;541;609	30;61;63;54;25;62	18.68;9.005;9.948;8.722;15.187;8.259	1;1;1;2;2;2	0.709;0.291
ENSG00000012174_exon_12_478_chrX_+_21901027_21901178	167;144;111;212;140;169	26;22;38;94;37;31	3.531;5.117;2.29;1.484;2.702;4.526	1;1;1;2;2;2	0.036;0.964
ENSG00000012174_exon_12_483_chrX_+_21901032_21901183	167;144;111;211;140;169	26;22;38;94;37;31	3.531;5.117;2.29;1.477;2.702;4.526	1;1;1;2;2;2	0.04;0.96
ENSG00000012174_exon_12_507_chrX_+_21901056_21901207	159;142;110;205;142;165	25;21;38;94;33;30	3.469;5.289;2.269;1.441;3.06;4.552	1;1;1;2;2;2	0.643;0.357
ENSG00000012174_exon_12_546_chrX_+_21901095_21901246	161;147;117;211;147;169	38;31;48;102;39;30	2.316;3.704;1.933;1.362;2.688;4.682	1;1;1;2;2;2	0.329;0.671
ENSG00000012174_exon_12_551_chrX_+_21901100_21901251	152;136;109;191;129;149	38;31;47;81;39;23	2.189;3.437;1.839;1.551;2.36;5.417	1;1;1;2;2;2	0.957;0.043
ENSG00000012174_exon_12_573_chrX_+_21901122_21901273	121;103;87;150;112;128	32;24;28;81;34;21	2.104;3.346;2.409;1.222;2.343;5.129	1;1;1;2;2;2	0.552;0.448
ENSG00000012232_exon_12_1327_chr8_+_28574427_28574578	80;55;74;79;88;69	19;24;61;58;50;21	2.261;1.814;0.969;0.89;1.27;2.791	1;1;1;2;2;2	0.574;0.426
ENSG00000012232_exon_12_1821_chr8_+_28574921_28575072	100;70;130;138;116;84	23;21;30;48;31;36	2.368;2.609;3.458;1.876;2.649;1.974	1;1;1;2;2;2	0.575;0.425
ENSG00000012232_exon_12_2006_chr8_+_28575106_28575257	288;188;280;347;298;225	20;54;61;35;20;60	7.717;2.775;3.649;6.413;10.369;3.163	1;1;1;2;2;2	0.831;0.169
ENSG00000012232_exon_12_2087_chr8_+_28575187_28575338	432;259;374;441;380;332	26;52;55;39;28;53	9.106;3.973;5.338;7.344;9.553;5.31	1;1;1;2;2;2	0.762;0.238
ENSG00000012232_exon_12_2300_chr8_+_28575400_28575551	689;410;487;615;505;430	23;66;22;45;48;89	16.235;4.918;17.216;8.896;7.524;4.095	1;1;1;2;2;2	0.342;0.658
ENSG00000012232_exon_12_812_chr8_+_28573912_28574063	75;65;75;57;71;65	30;28;58;51;65;46	1.382;1.822;1.018;0.731;0.782;1.183	1;1;1;2;2;2	0.811;0.189
ENSG00000012817_exon_1_2180_chrY_-_21867929_21868080	227;170;240;211;200;174	42;24;32;37;28;36	2.978;5.534;5.95;3.693;5.038;4.104	1;1;1;2;2;2	0.915;0.085
ENSG00000012817_exon_1_2193_chrY_-_21867942_21868093	226;169;235;214;194;172	42;24;32;37;28;36	2.963;5.503;5.824;3.747;4.895;4.06	1;1;1;2;2;2	0.984;0.016
ENSG00000012817_exon_1_2213_chrY_-_21867962_21868113	225;170;233;211;194;174	42;24;32;37;28;36	2.949;5.534;5.774;3.693;4.895;4.104	1;1;1;2;2;2	0.86;0.14
ENSG00000012817_exon_1_2233_chrY_-_21867982_21868133	225;171;234;211;194;176	42;24;32;37;28;42	2.949;5.566;5.799;3.693;4.895;3.526	1;1;1;2;2;2	0.98;0.02
ENSG00000012822_exon_1_770_chr12_-_54105671_54105822	124;59;70;102;125;98	47;24;24;78;23;25	1.47;1.939;2.269;0.866;3.819;3.269	1;1;1;2;2;2	0.782;0.218
ENSG00000012822_exon_1_793_chr12_-_54105694_54105845	123;59;72;102;125;93	47;24;24;78;23;27	1.457;1.939;2.335;0.866;3.819;2.872	1;1;1;2;2;2	0.054;0.946
ENSG00000012822_exon_1_806_chr12_-_54105707_54105858	121;59;73;102;125;90	60;24;24;78;24;27	1.118;1.939;2.368;0.866;3.666;2.785	1;1;1;2;2;2	0.029;0.971
ENSG00000012822_exon_1_824_chr12_-_54105725_54105876	110;55;62;96;121;81	54;22;23;60;21;27	1.121;1.978;2.097;1.054;4.009;2.495	1;1;1;2;2;2	0.367;0.633
ENSG00000013293_exon_1_7446_chr3_-_170184816_170184967	806;527;674;871;690;656	23;26;96;48;77;21	18.993;15.817;5.555;11.821;6.368;26.211	1;1;1;2;2;2	0.965;0.035
ENSG00000013293_exon_1_7451_chr3_-_170184821_170184972	806;527;674;871;690;656	23;26;96;48;77;21	18.993;15.817;5.555;11.821;6.368;26.211	1;1;1;2;2;2	0.891;0.109
ENSG00000013293_exon_1_7457_chr3_-_170184827_170184978	809;529;668;869;690;659	24;30;96;48;77;21	18.338;13.758;5.505;11.793;6.368;26.324	1;1;1;2;2;2	0.07;0.93
ENSG00000013293_exon_1_7486_chr3_-_170184856_170185007	783;517;662;862;674;642	33;30;96;48;75;21	12.81;13.433;5.454;11.709;6.381;25.645	1;1;1;2;2;2	0.946;0.054
ENSG00000013293_exon_1_7536_chr3_-_170184906_170185057	694;477;593;772;616;575	32;29;77;51;68;23	11.69;12.835;6.114;9.877;6.419;20.88	1;1;1;2;2;2	0.1;0.9
ENSG00000013293_exon_1_7557_chr3_-_170184927_170185078	678;472;582;755;601;561	32;20;77;51;68;23	11.411;18.423;5.998;9.664;6.261;20.4	1;1;1;2;2;2	0.712;0.288
ENSG00000013523_exon_9_210_chr14_-_77275610_77275761	321;214;268;158;136;171	44;66;61;139;120;28	4.027;2.575;3.49;0.745;0.813;5.084	1;1;1;2;2;2	0.795;0.205
ENSG00000013523_exon_9_228_chr14_-_77275628_77275779	322;223;270;165;139;174	44;66;70;139;120;34	4.041;2.678;3.037;0.779;0.836;4.361	1;1;1;2;2;2	0.944;0.056
ENSG00000013523_exon_9_255_chr14_-_77275655_77275806	318;214;262;163;145;169	46;65;88;154;120;45	3.823;2.615;2.342;0.696;0.87;3.157	1;1;1;2;2;2	0.327;0.673
ENSG00000013523_exon_9_320_chr14_-_77275720_77275871	247;170;192;122;97;106	57;21;122;98;81;54	2.389;6.325;1.254;0.824;0.855;1.671	1;1;1;2;2;2	0.18;0.82
ENSG00000013561_exon_12_50_chr5_+_141367346_141367497	270;187;202;197;193;172	70;79;48;51;100;53	2.125;1.9;3.328;2.526;1.385;2.761	1;1;1;2;2;2	0.052;0.948
ENSG00000013561_exon_8_227_chr5_+_141358093_141358244	154;96;98;129;105;86	47;65;58;19;65;62	1.821;1.173;1.334;4.32;1.169;1.176	1;1;1;2;2;2	0.158;0.842
ENSG00000013561_exon_8_91_chr5_+_141357957_141358108	165;125;115;146;138;105	62;58;153;21;78;79	1.478;1.712;0.598;4.43;1.258;1.126	1;1;1;2;2;2	0.222;0.778
ENSG00000013573_exon_11_38_chr12_+_31242014_31242165	100;101;74;70;69;81	34;58;81;64;54;30	1.6;1.382;0.727;0.723;0.927;2.237	1;1;1;2;2;2	0.658;0.342
ENSG00000013810_exon_17_162_chr4_+_1746599_1746750	600;360;391;260;269;266	110;147;190;170;71;166	3.024;1.963;1.632;1.009;2.69;1.363	1;1;1;2;2;2	0.165;0.835
ENSG00000013810_exon_17_183_chr4_+_1746620_1746771	605;363;399;266;277;270	110;147;192;174;93;172	3.047;1.984;1.643;1.005;2.125;1.336	1;1;1;2;2;2	0.634;0.366
ENSG00000013810_exon_17_227_chr4_+_1746664_1746815	611;367;400;270;278;270	110;143;199;174;93;168	3.08;2.062;1.594;1.021;2.133;1.37	1;1;1;2;2;2	0.06;0.94
ENSG00000013810_exon_6_117_chr4_+_1729550_1729701	299;202;257;200;206;209	90;92;206;57;96;91	1.836;1.751;0.988;2.3;1.533;1.947	1;1;1;2;2;2	0.137;0.863
ENSG00000013810_exon_6_174_chr4_+_1729607_1729758	683;439;504;443;403;450	174;127;264;98;149;174	2.176;2.76;1.513;2.981;1.936;2.194	1;1;1;2;2;2	0.538;0.462
ENSG00000013810_exon_6_195_chr4_+_1729628_1729779	706;463;522;453;411;458	179;129;265;106;173;168	2.191;2.865;1.562;2.817;1.703;2.32	1;1;1;2;2;2	0.08;0.92
ENSG00000013810_exon_6_206_chr4_+_1729639_1729790	706;465;528;455;419;459	193;131;265;107;185;169	2.031;2.832;1.58;2.803;1.627;2.31	1;1;1;2;2;2	0.539;0.461
ENSG00000013810_exon_6_221_chr4_+_1729654_1729805	704;466;529;456;422;463	193;128;265;107;185;164	2.024;2.912;1.583;2.81;1.638;2.389	1;1;1;2;2;2	0.668;0.332
ENSG00000013810_exon_6_231_chr4_+_1729664_1729815	700;465;527;454;418;458	193;128;267;107;185;153	2.012;2.9;1.564;2.797;1.62;2.546	1;1;1;2;2;2	0.149;0.851
ENSG00000013810_exon_6_242_chr4_+_1729675_1729826	696;468;527;461;412;460	190;129;264;131;184;153	2.032;2.9;1.583;2.308;1.607;2.556	1;1;1;2;2;2	0.811;0.189
ENSG00000013810_exon_6_266_chr4_+_1729699_1729850	661;463;512;449;410;438	171;116;264;129;174;141	2.141;3.194;1.537;2.279;1.69;2.631	1;1;1;2;2;2	0.839;0.161
ENSG00000013810_exon_6_302_chr4_+_1729735_1729886	511;352;377;356;316;327	127;64;84;133;103;136	2.231;4.36;3.542;1.756;2.199;2.045	1;1;1;2;2;2	0.887;0.113
ENSG00000013810_exon_6_488_chr4_+_1729921_1730072	233;151;168;156;108;135	51;32;64;93;37;57	2.495;3.682;2.08;1.11;2.085;2.011	1;1;1;2;2;2	0.031;0.969
ENSG00000013810_exon_6_563_chr4_+_1729996_1730147	1763;1079;1483;1509;1244;1115	156;173;169;108;115;124	6.258;4.978;6.96;9.124;7.751;7.614	1;1;1;2;2;2	0.166;0.834
ENSG00000013810_exon_6_622_chr4_+_1730055_1730206	2040;1332;1804;1897;1579;1393	190;188;161;121;144;111	5.947;5.675;8.856;10.256;7.829;10.603	1;1;1;2;2;2	0.996;0.004
ENSG00000013810_exon_6_631_chr4_+_1730064_1730215	2083;1362;1843;1937;1616;1422	197;188;162;121;144;111	5.842;5.803;8.987;10.475;8.012;10.826	1;1;1;2;2;2	0.666;0.334
ENSG00000013810_exon_6_688_chr4_+_1730121_1730272	3679;2309;3097;3450;2718;2460	271;255;224;225;268;258	7.523;7.259;10.984;10.062;7.255;8.089	1;1;1;2;2;2	0.726;0.274
ENSG00000013810_exon_6_78_chr4_+_1729511_1729662	181;111;165;112;128;126	56;73;101;35;70;65	1.778;1.226;1.29;2.074;1.302;1.63	1;1;1;2;2;2	0.778;0.222
ENSG00000013810_exon_6_798_chr4_+_1730231_1730382	2103;1306;1657;1945;1491;1381	138;88;103;164;182;170	8.425;11.841;12.663;7.795;5.874;6.897	1;1;1;2;2;2	0.677;0.323
ENSG00000013810_exon_6_843_chr4_+_1730276_1730427	1649;982;1261;1427;1091;1112	113;98;84;70;130;184	8.093;7.973;11.834;13.367;6.025;5.136	1;1;1;2;2;2	0.419;0.581
ENSG00000013810_exon_6_855_chr4_+_1730288_1730439	1135;665;829;917;679;761	82;86;76;46;95;140	7.598;6.173;8.661;12.986;5.101;4.611	1;1;1;2;2;2	0.674;0.326
ENSG00000013810_exon_6_861_chr4_+_1730294_1730445	839;474;596;662;483;558	50;73;47;37;90;93	9.154;5.211;10.039;11.587;3.828;5.074	1;1;1;2;2;2	0.763;0.237
ENSG00000013810_exon_6_929_chr4_+_1730362_1730513	330;243;273;255;209;236	18;47;25;36;37;52	9.724;4.127;8.446;4.596;4.026;3.848	1;1;1;2;2;2	0.255;0.745
ENSG00000014138_exon_18_137_chr11_+_65064726_65064877	93;73;94;113;99;72	37;92;56;60;34;81	1.382;0.634;1.327;1.235;2.067;0.754	1;1;1;2;2;2	0.167;0.833
ENSG00000014138_exon_18_150_chr11_+_65064739_65064890	93;73;94;113;98;72	37;92;56;60;34;81	1.382;0.634;1.327;1.235;2.048;0.754	1;1;1;2;2;2	0.635;0.365
ENSG00000014138_exon_18_159_chr11_+_65064748_65064899	93;73;94;113;100;72	37;92;56;60;34;81	1.382;0.634;1.327;1.235;2.087;0.754	1;1;1;2;2;2	0.127;0.873
ENSG00000014138_exon_18_212_chr11_+_65064801_65064952	121;90;134;137;118;99	49;100;51;71;33;84	1.35;0.72;2.08;1.267;2.533;1.003	1;1;1;2;2;2	0.93;0.07
ENSG00000014138_exon_18_231_chr11_+_65064820_65064971	180;144;202;194;172;139	64;101;47;69;33;69	1.559;1.137;3.404;1.847;3.689;1.717	1;1;1;2;2;2	0.796;0.204
ENSG00000014164_exon_12_638_chr8_-_144620809_144620960	281;225;258;310;286;249	26;43;110;56;51;43	5.924;4.181;1.858;3.626;4.015;4.857	1;1;1;2;2;2	0.992;0.008
ENSG00000014164_exon_12_746_chr8_-_144620917_144621068	311;258;306;357;320;296	67;46;108;74;57;47	2.548;4.469;2.247;3.17;4.028;5.263	1;1;1;2;2;2	0.9;0.1
ENSG00000014216_exon_24_618_chr11_+_64978901_64979052	88;53;55;34;54;28	54;30;61;23;47;29	0.897;1.401;0.717;0.95;0.833;0.808	1;1;1;2;2;2	0.176;0.824
ENSG00000014216_exon_24_772_chr11_+_64979055_64979206	238;155;182;146;127;122	101;135;114;19;49;95	1.301;0.915;1.265;4.873;1.861;1.09	1;1;1;2;2;2	0.068;0.932
ENSG00000015133_exon_1_2173_chr14_-_91739838_91739989	61;43;51;34;35;22	31;21;70;20;22;34	1.104;1.608;0.573;1.086;1.139;0.566	1;1;1;2;2;2	0.563;0.437
ENSG00000015133_exon_1_894_chr14_-_91738559_91738710	353;238;283;183;135;134	33;37;21;28;30;55	5.782;5.17;10.514;4.219;3.179;2.06	1;1;1;2;2;2	0.139;0.861
ENSG00000015133_exon_1_920_chr14_-_91738585_91738736	330;215;261;167;128;130	33;37;21;28;30;55	5.402;4.669;9.681;3.838;3.023;2.002	1;1;1;2;2;2	0.976;0.024
ENSG00000015133_exon_18_257_chr14_-_91779679_91779830	372;364;406;249;219;189	30;25;34;28;28;29	6.85;11.377;9.407;5.721;5.513;5.415	1;1;1;2;2;2	0.737;0.263
ENSG00000015133_exon_18_473_chr14_-_91779895_91780046	397;386;435;282;228;243	66;71;63;30;57;109	3.298;4.361;5.474;6.065;2.875;1.889	1;1;1;2;2;2	0.85;0.15
ENSG00000015133_exon_18_519_chr14_-_91779941_91780092	432;414;481;307;247;271	81;87;72;25;52;111	2.965;3.805;5.25;7.869;3.407;2.069	1;1;1;2;2;2	0.977;0.023
ENSG00000015133_exon_18_545_chr14_-_91779967_91780118	431;411;474;306;250;270	82;83;73;25;55;111	2.923;3.956;5.097;7.843;3.261;2.062	1;1;1;2;2;2	0.92;0.08
ENSG00000015133_exon_18_569_chr14_-_91779991_91780142	416;396;456;300;234;270	81;83;70;24;58;96	2.851;3.817;5.123;7.991;2.897;2.371	1;1;1;2;2;2	0.541;0.459
ENSG00000015133_exon_19_6_chr14_-_91781998_91782149	107;104;105;62;59;54	66;76;98;58;95;46	0.889;1.105;0.847;0.703;0.448;0.994	1;1;1;2;2;2	0.937;0.063
ENSG00000015171_exon_18_104_chr10_+_294378_294529	114;103;82;107;120;195	39;118;80;83;101;116	1.611;0.698;0.817;0.848;0.85;1.432	1;1;1;2;2;2	0.546;0.454
ENSG00000015171_exon_19_94_chr10_+_294935_295086	262;262;250;392;329;440	51;48;85;63;66;164	2.815;4.359;2.316;4.083;3.527;2.268	1;1;1;2;2;2	0.836;0.164
ENSG00000015479_exon_14_419_chr5_+_138643345_138643496	432;256;287;490;278;390	151;127;113;184;105;151	1.584;1.61;2.012;1.754;1.893;2.199	1;1;1;2;2;2	0.982;0.018
ENSG00000015479_exon_14_431_chr5_+_138643357_138643508	522;350;345;600;314;475	154;143;113;221;99;216	1.876;1.965;2.419;1.784;2.272;1.873	1;1;1;2;2;2	0.966;0.034
ENSG00000015479_exon_14_464_chr5_+_138643390_138643541	621;415;420;718;365;563	147;135;110;181;90;201	2.347;2.456;3.025;2.61;2.899;2.383	1;1;1;2;2;2	0.363;0.637
ENSG00000015479_exon_14_474_chr5_+_138643400_138643551	628;422;424;722;371;567	147;135;110;181;90;201	2.372;2.496;3.055;2.625;2.944;2.399	1;1;1;2;2;2	0.099;0.901
ENSG00000015479_exon_14_494_chr5_+_138643420_138643571	712;447;469;849;418;650	135;164;102;190;114;225	2.913;2.181;3.624;2.941;2.626;2.451	1;1;1;2;2;2	0.465;0.535
ENSG00000015479_exon_14_550_chr5_+_138643476_138643627	1650;1205;1133;1869;1010;1710	194;239;131;294;242;434	4.717;4.032;6.832;4.185;2.995;3.348	1;1;1;2;2;2	0.038;0.962
ENSG00000015479_exon_14_710_chr5_+_138643636_138643787	590;472;472;669;365;724	197;214;95;234;151;244	1.665;1.771;3.935;1.878;1.727;2.515	1;1;1;2;2;2	0.919;0.081
ENSG00000015676_exon_1_5775_chr7_-_44424493_44424644	812;629;813;671;540;508	100;122;66;64;108;131	4.474;4.124;9.723;6.87;3.583;3.279	1;1;1;2;2;2	0.993;0.007
ENSG00000015676_exon_1_5790_chr7_-_44424508_44424659	694;518;659;537;457;428	99;119;66;61;108;120	3.86;3.487;7.881;5.764;3.032;3.03	1;1;1;2;2;2	0.979;0.021
ENSG00000015676_exon_1_5825_chr7_-_44424543_44424694	658;478;629;500;429;401	103;113;66;66;108;130	3.524;3.391;7.527;4.962;2.844;2.606	1;1;1;2;2;2	0.273;0.727
ENSG00000015676_exon_1_5842_chr7_-_44424560_44424711	615;453;595;470;401;379	102;115;76;72;107;130	3.324;3.156;6.211;4.289;2.687;2.465	1;1;1;2;2;2	0.867;0.133
ENSG00000015676_exon_1_5914_chr7_-_44424632_44424783	569;400;470;393;336;321	82;156;81;88;82;101	3.814;2.054;4.588;2.944;2.921;2.7	1;1;1;2;2;2	0.855;0.145
ENSG00000015676_exon_1_6651_chr7_-_44425369_44425520	110;64;72;90;80;82	79;21;40;42;46;39	0.774;2.394;1.413;1.399;1.246;1.774	1;1;1;2;2;2	0.862;0.138
ENSG00000015676_exon_1_6666_chr7_-_44425384_44425535	110;65;73;91;80;83	79;21;40;42;46;39	0.774;2.43;1.433;1.415;1.246;1.794	1;1;1;2;2;2	0.347;0.653
ENSG00000015676_exon_1_6684_chr7_-_44425402_44425553	102;61;66;88;79;74	79;21;40;42;45;39	0.72;2.287;1.294;1.366;1.258;1.61	1;1;1;2;2;2	0.795;0.205
ENSG00000015676_exon_1_6797_chr7_-_44425515_44425666	88;69;62;51;86;60	95;43;122;51;64;85	0.515;1.286;0.405;0.665;0.965;0.603	1;1;1;2;2;2	0.921;0.079
ENSG00000015676_exon_11_143_chr7_-_44524708_44524859	2497;1782;1875;1575;1312;1530	300;386;530;247;451;351	4.61;3.694;2.808;4.192;2.088;3.705	1;1;1;2;2;2	0.274;0.726
ENSG00000015676_exon_11_79_chr7_-_44524644_44524795	284;245;270;251;187;194	137;146;166;83;185;101	1.149;1.348;1.293;1.991;0.726;1.636	1;1;1;2;2;2	0.64;0.36
ENSG00000015676_exon_13_141_chr7_-_44529561_44529712	557;432;522;387;292;397	24;77;114;72;96;92	12.634;4.493;3.619;3.532;2.173;3.65	1;1;1;2;2;2	0.998;0.002
ENSG00000015676_exon_13_151_chr7_-_44529571_44529722	557;432;521;387;292;397	24;77;114;72;96;92	12.634;4.493;3.612;3.532;2.173;3.65	1;1;1;2;2;2	0.073;0.927
ENSG00000015676_exon_13_185_chr7_-_44529605_44529756	558;428;518;385;292;394	24;77;114;72;96;92	12.659;4.453;3.591;3.513;2.173;3.624	1;1;1;2;2;2	0.683;0.317
ENSG00000015676_exon_13_197_chr7_-_44529617_44529768	558;429;518;385;293;394	24;77;114;72;96;92	12.659;4.463;3.591;3.513;2.18;3.624	1;1;1;2;2;2	0.042;0.958
ENSG00000015676_exon_14_2_chr7_-_44530008_44530159	558;455;537;379;282;398	56;84;148;88;92;107	5.485;4.329;2.868;2.835;2.192;3.152	1;1;1;2;2;2	0.57;0.43
ENSG00000015676_exon_14_6_chr7_-_44530012_44530163	525;435;506;365;261;343	56;78;138;88;92;107	5.16;4.463;2.908;2.734;2.023;2.718	1;1;1;2;2;2	0.391;0.609
ENSG00000016082_exon_1_342_chr5_+_50679261_50679412	732;436;491;722;506;629	138;245;227;232;201;211	2.934;1.422;1.72;2.044;1.802;2.528	1;1;1;2;2;2	0.935;0.065
ENSG00000016082_exon_7_102_chr5_+_50689428_50689579	1053;927;1229;1342;914;1189	120;114;169;194;126;114	4.848;6.511;5.768;4.553;5.206;8.8	1;1;1;2;2;2	0.991;0.009
ENSG00000016082_exon_7_11_chr5_+_50689337_50689488	790;732;865;976;639;875	220;248;301;352;304;333	1.99;2.37;2.283;1.823;1.508;2.234	1;1;1;2;2;2	0.066;0.934
ENSG00000016082_exon_7_110_chr5_+_50689436_50689587	1132;986;1279;1408;965;1273	119;114;175;198;126;111	5.25;6.93;5.783;4.683;5.497;9.691	1;1;1;2;2;2	0.022;0.978
ENSG00000016082_exon_7_141_chr5_+_50689467_50689618	1231;1047;1342;1517;1094;1364	98;88;170;131;127;88	6.907;9.494;6.255;7.588;6.181;13.132	1;1;1;2;2;2	0.896;0.104
ENSG00000016082_exon_7_192_chr5_+_50689518_50689669	2103;1633;2097;2447;1675;2079	132;109;189;182;127;87	8.783;12.014;8.782;8.843;9.466;20.255	1;1;1;2;2;2	0.429;0.571
